YEAR,STATE_NAME,COMMODITY_DESC,STATISTICCAT_DESC,UNIT_DESC,total_value
2004,"SOUTH CAROLINA",CHICKENS,"RATE OF LAY","EGGS / LAYER",458
2004,"SOUTH CAROLINA",CHICKENS,SLAUGHTERED,"LB, LIVE BASIS",1
2004,TENNESSEE,CHICKENS,"CONDEMNED, POST-MORTEM, OTHER REASONS",HEAD,257
2004,TEXAS,CHICKENS,"RATE OF LAY","EGGS / LAYER",1
2004,"US TOTAL",CHICKENS,"CONDEMNED, ANTE-MORTEM","LB, LIVE BASIS",188
2004,"US TOTAL",CHICKENS,"CONDEMNED, ANTE-MORTEM","PCT OF SLAUGHTER",2.03
2004,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",53
2004,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM","PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED",1.13
2004,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, BRUISES",HEAD,16
2004,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, CONTAMINATION",HEAD,1
2004,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, OTHER REASONS",HEAD,881
2004,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, TUBERCULOSIS",HEAD,258
2004,"US TOTAL",CHICKENS,"PRICE RECEIVED","$ / LB",0.452
2004,"US TOTAL",CHICKENS,PRODUCTION,LB,6
2004,"US TOTAL",CHICKENS,SLAUGHTERED,"LB, LIVE BASIS",568
2005,ALABAMA,CHICKENS,PRODUCTION,HEAD,615
2005,ARKANSAS,CHICKENS,"CONDEMNED, POST-MORTEM, OTHER REASONS",HEAD,1
2005,DELAWARE,CHICKENS,"CONDEMNED, POST-MORTEM, SEPTICAEMIA",HEAD,1
2005,DELAWARE,CHICKENS,"EGGS SET",EGGS,203
2005,DELAWARE,CHICKENS,SLAUGHTERED,HEAD,298
2005,GEORGIA,CHICKENS,"CONDEMNED, POST-MORTEM, LEUKOSIS",HEAD,6
2005,LOUISIANA,CHICKENS,"CONDEMNED, POST-MORTEM, AIRSACCULITIS",HEAD,60
2005,LOUISIANA,CHICKENS,"CONDEMNED, POST-MORTEM, OVERSCALD",HEAD,6
2005,MAINE,CHICKENS,"PRICE RECEIVED","$ / LB",0.004
2005,MARYLAND,CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",8
2005,MARYLAND,CHICKENS,"CONDEMNED, POST-MORTEM, CADAVER",HEAD,111
2005,MINNESOTA,CHICKENS,"INVENTORY, AVG",HEAD,295
2005,MISSISSIPPI,CHICKENS,"PRICE RECEIVED","$ / LB",0.091
2005,MISSOURI,CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",15
2005,MISSOURI,CHICKENS,"CONDEMNED, POST-MORTEM","PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED",0.86
2005,MISSOURI,CHICKENS,"CONDEMNED, POST-MORTEM, TUMORS",HEAD,22
2005,"NEW YORK",CHICKENS,"PRICE RECEIVED","$ / LB",0.001
2005,"NORTH CAROLINA",CHICKENS,"CONDEMNED, POST-MORTEM, CONTAMINATION",HEAD,189
2005,OHIO,CHICKENS,"CONDEMNED, POST-MORTEM, OTHER REASONS",HEAD,91
2005,OKLAHOMA,CHICKENS,"EGGS SET",EGGS,341
2005,PENNSYLVANIA,CHICKENS,"CONDEMNED, POST-MORTEM, OVERSCALD",HEAD,18
2005,PENNSYLVANIA,CHICKENS,"INVENTORY, AVG",HEAD,8
2005,PENNSYLVANIA,CHICKENS,PRODUCTION,HEAD,723
2005,"SOUTH CAROLINA",CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",8
2005,"SOUTH CAROLINA",CHICKENS,"CONDEMNED, POST-MORTEM","PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED",0.6
2005,"SOUTH CAROLINA",CHICKENS,"INVENTORY, AVG",HEAD,88
2005,"SOUTH CAROLINA",CHICKENS,PRODUCTION,HEAD,1182
2005,"SOUTH CAROLINA",CHICKENS,"RATE OF LAY","EGGS / LAYER",272
2005,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM","PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED",6.76
2005,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, BRUISES",HEAD,355
2005,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, OVERSCALD",HEAD,7
2005,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, SEPTICAEMIA",HEAD,692
2005,"US TOTAL",CHICKENS,PRODUCTION,LB,4
2005,"US TOTAL",CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",5.38
2005,"US TOTAL",CHICKENS,SLAUGHTERED,"LB, LIVE BASIS",48
2005,"WEST VIRGINIA",CHICKENS,"PRICE RECEIVED","$ / LB",0.544
2006,ALABAMA,CHICKENS,"CONDEMNED, POST-MORTEM","PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED",1.13
2006,ALABAMA,CHICKENS,"CONDEMNED, POST-MORTEM, LEUKOSIS",HEAD,2
2006,ALABAMA,CHICKENS,PRODUCTION,HEAD,1
2006,ARKANSAS,CHICKENS,"EGGS SET",EGGS,1
2006,ARKANSAS,CHICKENS,PRODUCTION,LB,4
2006,DELAWARE,CHICKENS,"CONDEMNED, POST-MORTEM, BRUISES",HEAD,24
2006,GEORGIA,CHICKENS,SLAUGHTERED,"LB, LIVE BASIS",6
2006,IDAHO,CHICKENS,"PRICE RECEIVED","$ / LB",0.01
2006,KENTUCKY,CHICKENS,"CONDEMNED, POST-MORTEM, LEUKOSIS",HEAD,642
2006,KENTUCKY,CHICKENS,PLACEMENTS,HEAD,302
2006,KENTUCKY,CHICKENS,"PRICE RECEIVED","$ / LB",0.36
2006,LOUISIANA,CHICKENS,PRODUCTION,LB,805
2006,MARYLAND,CHICKENS,"CONDEMNED, POST-MORTEM","PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED",1.44
2006,MARYLAND,CHICKENS,"CONDEMNED, POST-MORTEM, SEPTICAEMIA",HEAD,384
2006,MINNESOTA,CHICKENS,"INVENTORY, AVG",HEAD,291
2006,MINNESOTA,CHICKENS,"RATE OF LAY","EGGS / LAYER",805
2006,NEBRASKA,CHICKENS,"PRICE RECEIVED","$ / LB",0.37
2006,"NORTH CAROLINA",CHICKENS,PRODUCTION,HEAD,1089
2006,OHIO,CHICKENS,"CONDEMNED, POST-MORTEM, OTHER REASONS",HEAD,137
2006,OHIO,CHICKENS,"CONDEMNED, POST-MORTEM, SEPTICAEMIA",HEAD,76
2006,"OTHER STATES",CHICKENS,"CONDEMNED, POST-MORTEM, AIRSACCULITIS",HEAD,1
2006,"OTHER STATES",CHICKENS,"CONDEMNED, POST-MORTEM, OTHER REASONS",HEAD,3
2006,PENNSYLVANIA,CHICKENS,"INVENTORY, AVG",HEAD,3
2006,PENNSYLVANIA,CHICKENS,PRODUCTION,HEAD,767
2006,"SOUTH CAROLINA",CHICKENS,"INVENTORY, AVG",HEAD,67
2006,TENNESSEE,CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",10
2006,TENNESSEE,CHICKENS,"PRICE RECEIVED","$ / LB",0.36
2006,TENNESSEE,CHICKENS,SLAUGHTERED,HEAD,272
2006,TEXAS,CHICKENS,PRODUCTION,HEAD,628
2006,"US TOTAL",CHICKENS,"CONDEMNED, ANTE-MORTEM","PCT OF SLAUGHTER",1.4
2006,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM","PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED",1.22
2006,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, ALL CAUSES",HEAD,35
2006,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, CONTAMINATION",HEAD,1
2006,"US TOTAL",CHICKENS,"PRICE RECEIVED","$ / LB",0.059
2006,"US TOTAL",CHICKENS,PRODUCTION,LB,504
2006,VERMONT,CHICKENS,"PRICE RECEIVED","$ / LB",0.009
2007,ALABAMA,CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",42
2007,ALABAMA,CHICKENS,"CONDEMNED, POST-MORTEM, AIRSACCULITIS",HEAD,723
2007,ALABAMA,CHICKENS,PRODUCTION,HEAD,446
2007,ALABAMA,CHICKENS,PRODUCTION,OPERATIONS,357
2007,ALABAMA,CHICKENS,SALES,HEAD,2589
2007,ALABAMA,CHICKENS,SALES,OPERATIONS,529
2007,ALASKA,CHICKENS,SALES,OPERATIONS,25
2007,ARIZONA,CHICKENS,SALES,HEAD,456
2007,ARIZONA,CHICKENS,SALES,OPERATIONS,87
2007,ARKANSAS,CHICKENS,PRODUCTION,HEAD,558
2007,ARKANSAS,CHICKENS,PRODUCTION,OPERATIONS,41
2007,ARKANSAS,CHICKENS,SALES,HEAD,1732
2007,ARKANSAS,CHICKENS,SALES,OPERATIONS,338
2007,ARKANSAS,CHICKENS,SLAUGHTERED,HEAD,1
2007,CALIFORNIA,CHICKENS,PRODUCTION,HEAD,63
2007,CALIFORNIA,CHICKENS,SALES,HEAD,945
2007,CALIFORNIA,CHICKENS,SALES,OPERATIONS,123
2007,COLORADO,CHICKENS,"PRICE RECEIVED","$ / LB",0.042
2007,COLORADO,CHICKENS,SALES,HEAD,116
2007,COLORADO,CHICKENS,SALES,OPERATIONS,178
2007,CONNECTICUT,CHICKENS,SALES,HEAD,15
2007,CONNECTICUT,CHICKENS,SALES,OPERATIONS,81
2007,DELAWARE,CHICKENS,SALES,OPERATIONS,223
2007,FLORIDA,CHICKENS,"PRICE RECEIVED","$ / LB",0.029
2007,FLORIDA,CHICKENS,PRODUCTION,OPERATIONS,2
2007,FLORIDA,CHICKENS,SALES,HEAD,1465
2007,FLORIDA,CHICKENS,SALES,OPERATIONS,161
2007,GEORGIA,CHICKENS,"CONDEMNED, POST-MORTEM, ALL CAUSES",HEAD,3
2007,GEORGIA,CHICKENS,PRODUCTION,HEAD,52
2007,GEORGIA,CHICKENS,PRODUCTION,OPERATIONS,183
2007,GEORGIA,CHICKENS,SALES,HEAD,1919
2007,GEORGIA,CHICKENS,SALES,OPERATIONS,500
2007,HAWAII,CHICKENS,SALES,OPERATIONS,2
2007,IDAHO,CHICKENS,SALES,HEAD,1054
2007,IDAHO,CHICKENS,SALES,OPERATIONS,67
2007,ILLINOIS,CHICKENS,SALES,HEAD,2131
2007,ILLINOIS,CHICKENS,SALES,OPERATIONS,210
2007,INDIANA,CHICKENS,PRODUCTION,HEAD,5
2007,INDIANA,CHICKENS,PRODUCTION,OPERATIONS,97
2007,INDIANA,CHICKENS,SALES,HEAD,2127
2007,INDIANA,CHICKENS,SALES,OPERATIONS,317
2007,IOWA,CHICKENS,SALES,HEAD,1967
2007,IOWA,CHICKENS,SALES,OPERATIONS,220
2007,KANSAS,CHICKENS,SALES,HEAD,918
2007,KANSAS,CHICKENS,SALES,OPERATIONS,363
2007,KENTUCKY,CHICKENS,PRODUCTION,HEAD,806
2007,KENTUCKY,CHICKENS,PRODUCTION,OPERATIONS,5
2007,KENTUCKY,CHICKENS,SALES,HEAD,2877
2007,KENTUCKY,CHICKENS,SALES,OPERATIONS,203
2007,KENTUCKY,CHICKENS,SLAUGHTERED,HEAD,296
2007,LOUISIANA,CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",4
2007,LOUISIANA,CHICKENS,"CONDEMNED, POST-MORTEM, CADAVER",HEAD,28
2007,LOUISIANA,CHICKENS,PRODUCTION,HEAD,520
2007,LOUISIANA,CHICKENS,PRODUCTION,OPERATIONS,1
2007,LOUISIANA,CHICKENS,SALES,HEAD,792
2007,LOUISIANA,CHICKENS,SALES,OPERATIONS,39
2007,LOUISIANA,CHICKENS,SLAUGHTERED,"LB, LIVE BASIS",1
2007,MAINE,CHICKENS,PRODUCTION,OPERATIONS,2
2007,MAINE,CHICKENS,SALES,HEAD,176
2007,MAINE,CHICKENS,SALES,OPERATIONS,246
2007,MARYLAND,CHICKENS,PRODUCTION,HEAD,58
2007,MARYLAND,CHICKENS,PRODUCTION,OPERATIONS,165
2007,MARYLAND,CHICKENS,SALES,HEAD,633
2007,MARYLAND,CHICKENS,SALES,OPERATIONS,275
2007,MASSACHUSETTS,CHICKENS,"PRICE RECEIVED","$ / LB",0.001
2007,MASSACHUSETTS,CHICKENS,SALES,HEAD,788
2007,MASSACHUSETTS,CHICKENS,SALES,OPERATIONS,76
2007,MICHIGAN,CHICKENS,SALES,HEAD,1257
2007,MICHIGAN,CHICKENS,SALES,OPERATIONS,217
2007,MINNESOTA,CHICKENS,PRODUCTION,HEAD,18
2007,MINNESOTA,CHICKENS,SALES,HEAD,1332
2007,MINNESOTA,CHICKENS,SALES,OPERATIONS,213
2007,MISSISSIPPI,CHICKENS,"PRICE RECEIVED","$ / LB",0.43
2007,MISSISSIPPI,CHICKENS,PRODUCTION,HEAD,10
2007,MISSISSIPPI,CHICKENS,PRODUCTION,OPERATIONS,260
2007,MISSISSIPPI,CHICKENS,SALES,HEAD,1539
2007,MISSISSIPPI,CHICKENS,SALES,OPERATIONS,283
2007,MISSOURI,CHICKENS,PRODUCTION,HEAD,30
2007,MISSOURI,CHICKENS,PRODUCTION,OPERATIONS,14
2007,MISSOURI,CHICKENS,SALES,HEAD,4165
2007,MISSOURI,CHICKENS,SALES,OPERATIONS,367
2007,MONTANA,CHICKENS,SALES,HEAD,379
2007,MONTANA,CHICKENS,SALES,OPERATIONS,84
2007,NEBRASKA,CHICKENS,PRODUCTION,OPERATIONS,1
2007,NEBRASKA,CHICKENS,SALES,HEAD,669
2007,NEBRASKA,CHICKENS,SALES,OPERATIONS,327
2007,NEVADA,CHICKENS,SALES,OPERATIONS,4
2007,"NEW HAMPSHIRE",CHICKENS,SALES,HEAD,3
2007,"NEW HAMPSHIRE",CHICKENS,SALES,OPERATIONS,106
2007,"NEW JERSEY",CHICKENS,SALES,HEAD,644
2007,"NEW JERSEY",CHICKENS,SALES,OPERATIONS,166
2007,"NEW MEXICO",CHICKENS,SALES,HEAD,181
2007,"NEW MEXICO",CHICKENS,SALES,OPERATIONS,20
2007,"NEW YORK",CHICKENS,PRODUCTION,HEAD,286
2007,"NEW YORK",CHICKENS,PRODUCTION,OPERATIONS,2
2007,"NEW YORK",CHICKENS,SALES,HEAD,2807
2007,"NEW YORK",CHICKENS,SALES,OPERATIONS,163
2007,"NORTH CAROLINA",CHICKENS,"CONDEMNED, POST-MORTEM, LEUKOSIS",HEAD,6
2007,"NORTH CAROLINA",CHICKENS,PRODUCTION,HEAD,869
2007,"NORTH CAROLINA",CHICKENS,PRODUCTION,OPERATIONS,118
2007,"NORTH CAROLINA",CHICKENS,SALES,HEAD,717
2007,"NORTH CAROLINA",CHICKENS,SALES,OPERATIONS,658
2007,"NORTH DAKOTA",CHICKENS,SALES,OPERATIONS,19
2007,OHIO,CHICKENS,"CONDEMNED, POST-MORTEM, ALL CAUSES",HEAD,580
2007,OHIO,CHICKENS,"PRICE RECEIVED","$ / LB",0.43
2007,OHIO,CHICKENS,PRODUCTION,HEAD,3
2007,OHIO,CHICKENS,SALES,HEAD,5793
2007,OHIO,CHICKENS,SALES,OPERATIONS,612
2007,OKLAHOMA,CHICKENS,"EGGS SET",EGGS,365
2007,OKLAHOMA,CHICKENS,PRODUCTION,HEAD,241
2007,OKLAHOMA,CHICKENS,PRODUCTION,OPERATIONS,7
2007,OKLAHOMA,CHICKENS,SALES,HEAD,1178
2007,OKLAHOMA,CHICKENS,SALES,OPERATIONS,228
2007,OREGON,CHICKENS,SALES,HEAD,31
2007,OREGON,CHICKENS,SALES,OPERATIONS,68
2007,PENNSYLVANIA,CHICKENS,"CONDEMNED, POST-MORTEM, OTHER REASONS",HEAD,251
2007,PENNSYLVANIA,CHICKENS,"PRICE RECEIVED","$ / LB",0.45
2007,PENNSYLVANIA,CHICKENS,PRODUCTION,HEAD,105
2007,PENNSYLVANIA,CHICKENS,PRODUCTION,LB,450
2007,PENNSYLVANIA,CHICKENS,PRODUCTION,OPERATIONS,3
2007,PENNSYLVANIA,CHICKENS,SALES,HEAD,1157
2007,PENNSYLVANIA,CHICKENS,SALES,OPERATIONS,365
2007,"RHODE ISLAND",CHICKENS,SALES,OPERATIONS,2
2007,"SOUTH CAROLINA",CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",11
2007,"SOUTH CAROLINA",CHICKENS,"CONDEMNED, POST-MORTEM, ALL CAUSES",HEAD,765
2007,"SOUTH CAROLINA",CHICKENS,PRODUCTION,HEAD,240
2007,"SOUTH CAROLINA",CHICKENS,PRODUCTION,OPERATIONS,12
2007,"SOUTH CAROLINA",CHICKENS,SALES,HEAD,741
2007,"SOUTH CAROLINA",CHICKENS,SALES,OPERATIONS,365
2007,"SOUTH DAKOTA",CHICKENS,SALES,OPERATIONS,140
2007,TENNESSEE,CHICKENS,"CONDEMNED, POST-MORTEM, OTHER REASONS",HEAD,63
2007,TENNESSEE,CHICKENS,PRODUCTION,HEAD,233
2007,TENNESSEE,CHICKENS,SALES,HEAD,1734
2007,TENNESSEE,CHICKENS,SALES,OPERATIONS,215
2007,TEXAS,CHICKENS,PRODUCTION,OPERATIONS,197
2007,TEXAS,CHICKENS,SALES,HEAD,2891
2007,TEXAS,CHICKENS,SALES,OPERATIONS,582
2007,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, AIRSACCULITIS",HEAD,339
2007,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, ALL CAUSES",HEAD,39
2007,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, BRUISES",HEAD,261
2007,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, LEUKOSIS",HEAD,3
2007,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, SYNOVITIS",HEAD,2
2007,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, TUMORS",HEAD,831
2007,"US TOTAL",CHICKENS,PRODUCTION,LB,6
2007,"US TOTAL",CHICKENS,SALES,HEAD,905
2007,"US TOTAL",CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",3.3
2007,UTAH,CHICKENS,SALES,OPERATIONS,32
2007,VERMONT,CHICKENS,SALES,HEAD,1162
2007,VERMONT,CHICKENS,SALES,OPERATIONS,52
2007,VIRGINIA,CHICKENS,"PRICE RECEIVED","$ / LB",0.084
2007,VIRGINIA,CHICKENS,PRODUCTION,OPERATIONS,5
2007,VIRGINIA,CHICKENS,SALES,HEAD,2081
2007,VIRGINIA,CHICKENS,SALES,OPERATIONS,380
2007,WASHINGTON,CHICKENS,PRODUCTION,HEAD,17
2007,WASHINGTON,CHICKENS,SALES,HEAD,1591
2007,WASHINGTON,CHICKENS,SALES,OPERATIONS,108
2007,"WEST VIRGINIA",CHICKENS,PRODUCTION,HEAD,15
2007,"WEST VIRGINIA",CHICKENS,PRODUCTION,OPERATIONS,6
2007,"WEST VIRGINIA",CHICKENS,SALES,HEAD,1089
2007,"WEST VIRGINIA",CHICKENS,SALES,OPERATIONS,331
2007,WISCONSIN,CHICKENS,SALES,HEAD,1288
2007,WISCONSIN,CHICKENS,SALES,OPERATIONS,370
2007,WYOMING,CHICKENS,SALES,HEAD,19
2007,WYOMING,CHICKENS,SALES,OPERATIONS,27
2008,,CHICKENS,"EGGS SET",EGGS,997
2008,,CHICKENS,PRODUCTION,HEAD,8
2008,ALABAMA,CHICKENS,PRODUCTION,HEAD,58
2008,ALABAMA,CHICKENS,PRODUCTION,LB,4
2008,ARKANSAS,CHICKENS,"CONDEMNED, POST-MORTEM, AIRSACCULITIS",HEAD,379
2008,ARKANSAS,CHICKENS,"CONDEMNED, POST-MORTEM, SEPTICAEMIA",HEAD,1
2008,ARKANSAS,CHICKENS,"EGGS SET",EGGS,1
2008,ARKANSAS,CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",5.5
2008,COLORADO,CHICKENS,"INVENTORY, PEAK",OPERATIONS,14
2008,FLORIDA,CHICKENS,PRODUCTION,LB,376
2008,GEORGIA,CHICKENS,"EGGS SET",EGGS,1
2008,HAWAII,CHICKENS,"INVENTORY, PEAK",HEAD,858
2008,ILLINOIS,CHICKENS,"INVENTORY, PEAK",OPERATIONS,6
2008,INDIANA,CHICKENS,PRODUCTION,LB,169
2008,IOWA,CHICKENS,"INVENTORY, PEAK",OPERATIONS,47
2008,KANSAS,CHICKENS,SALES,OPERATIONS,3
2008,KENTUCKY,CHICKENS,"CONDEMNED, POST-MORTEM, BRUISES",HEAD,1
2008,LOUISIANA,CHICKENS,PLACEMENTS,HEAD,181
2008,LOUISIANA,CHICKENS,"SALES FOR SLAUGHTER",HEAD,2
2008,MAINE,CHICKENS,"INVENTORY, PEAK",HEAD,7
2008,MAINE,CHICKENS,SALES,OPERATIONS,8
2008,MARYLAND,CHICKENS,"CONDEMNED, POST-MORTEM, OTHER REASONS",HEAD,316
2008,MARYLAND,CHICKENS,"INVENTORY, PEAK",OPERATIONS,12
2008,MASSACHUSETTS,CHICKENS,"LOSS, DEATH & RENDERED",HEAD,9
2008,MASSACHUSETTS,CHICKENS,"SALES FOR SLAUGHTER",HEAD,112
2008,MICHIGAN,CHICKENS,"INVENTORY, PEAK",OPERATIONS,24
2008,MICHIGAN,CHICKENS,"LOSS, DEATH & RENDERED",HEAD,923
2008,MICHIGAN,CHICKENS,SALES,$,29
2008,MINNESOTA,CHICKENS,"INVENTORY, PEAK",HEAD,3
2008,MINNESOTA,CHICKENS,"INVENTORY, PEAK",OPERATIONS,12
2008,MINNESOTA,CHICKENS,SALES,OPERATIONS,6
2008,MISSISSIPPI,CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",32
2008,MISSOURI,CHICKENS,"CONDEMNED, POST-MORTEM, OTHER REASONS",HEAD,1
2008,MISSOURI,CHICKENS,"INVENTORY, PEAK",HEAD,1
2008,MISSOURI,CHICKENS,SALES,HEAD,446
2008,MISSOURI,CHICKENS,"SALES FOR SLAUGHTER",$,1
2008,MISSOURI,CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",4.7
2008,MONTANA,CHICKENS,"INVENTORY, PEAK",OPERATIONS,1
2008,NEBRASKA,CHICKENS,"INVENTORY, PEAK",HEAD,767
2008,NEBRASKA,CHICKENS,SALES,OPERATIONS,1
2008,NEBRASKA,CHICKENS,"SALES FOR SLAUGHTER",HEAD,6
2008,"NEW HAMPSHIRE",CHICKENS,"INVENTORY, PEAK",HEAD,173
2008,"NEW HAMPSHIRE",CHICKENS,"INVENTORY, PEAK",OPERATIONS,13
2008,"NEW HAMPSHIRE",CHICKENS,SALES,OPERATIONS,3
2008,"NEW JERSEY",CHICKENS,SALES,OPERATIONS,1
2008,"NEW MEXICO",CHICKENS,SALES,OPERATIONS,1
2008,"NEW YORK",CHICKENS,"CONDEMNED, POST-MORTEM, BRUISES",HEAD,8
2008,"NEW YORK",CHICKENS,"CONDEMNED, POST-MORTEM, LEUKOSIS",HEAD,3
2008,"NEW YORK",CHICKENS,"INVENTORY, PEAK",OPERATIONS,87
2008,"NEW YORK",CHICKENS,SALES,$,340
2008,"NEW YORK",CHICKENS,SALES,OPERATIONS,14
2008,"NORTH CAROLINA",CHICKENS,PRODUCTION,HEAD,1034
2008,"NORTH CAROLINA",CHICKENS,SALES,HEAD,217
2008,"NORTH CAROLINA",CHICKENS,"SALES FOR SLAUGHTER",$,8
2008,OHIO,CHICKENS,"CONDEMNED, POST-MORTEM","PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED",1.85
2008,OHIO,CHICKENS,"CONDEMNED, POST-MORTEM, TUMORS",HEAD,3
2008,OHIO,CHICKENS,"INVENTORY, PEAK",OPERATIONS,20
2008,OREGON,CHICKENS,"LOSS, DEATH & RENDERED",HEAD,1
2008,"OTHER STATES",CHICKENS,"SALES FOR SLAUGHTER",HEAD,3
2008,PENNSYLVANIA,CHICKENS,"CONDEMNED, POST-MORTEM, ALL CAUSES",HEAD,756
2008,"SOUTH CAROLINA",CHICKENS,"CONDEMNED, POST-MORTEM, TUMORS",HEAD,10
2008,"SOUTH CAROLINA",CHICKENS,"INVENTORY, PEAK",HEAD,346
2008,"SOUTH CAROLINA",CHICKENS,"INVENTORY, PEAK",OPERATIONS,1
2008,"SOUTH CAROLINA",CHICKENS,PRODUCTION,HEAD,17
2008,"SOUTH CAROLINA",CHICKENS,SALES,OPERATIONS,1
2008,"SOUTH DAKOTA",CHICKENS,SALES,OPERATIONS,1
2008,TENNESSEE,CHICKENS,SALES,HEAD,90
2008,TENNESSEE,CHICKENS,SLAUGHTERED,HEAD,265
2008,TEXAS,CHICKENS,PRODUCTION,HEAD,58
2008,TEXAS,CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",42
2008,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, CADAVER",HEAD,1
2008,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, SYNOVITIS",HEAD,2
2008,"US TOTAL",CHICKENS,"INVENTORY, PEAK",HEAD,26
2008,"US TOTAL",CHICKENS,"LOSS, DEATH & RENDERED",HEAD,102
2008,"US TOTAL",CHICKENS,PRODUCTION,LB,56
2008,"US TOTAL",CHICKENS,"RATE OF LAY","EGGS / LAYER",266
2008,"US TOTAL",CHICKENS,SLAUGHTERED,HEAD,69
2008,"US TOTAL",CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",5.78
2008,UTAH,CHICKENS,"INVENTORY, PEAK",OPERATIONS,3
2008,VERMONT,CHICKENS,"INVENTORY, PEAK",HEAD,3
2008,VERMONT,CHICKENS,"INVENTORY, PEAK",OPERATIONS,14
2008,VERMONT,CHICKENS,SALES,$,3
2008,VERMONT,CHICKENS,SALES,HEAD,4
2008,VIRGINIA,CHICKENS,"CONDEMNED, POST-MORTEM, AIRSACCULITIS",HEAD,318
2008,WASHINGTON,CHICKENS,"LOSS, DEATH & RENDERED",HEAD,3
2008,WASHINGTON,CHICKENS,SALES,HEAD,17
2008,"WEST VIRGINIA",CHICKENS,"INVENTORY, AVG",HEAD,1
2008,"WEST VIRGINIA",CHICKENS,SALES,$,229
2008,WISCONSIN,CHICKENS,"INVENTORY, PEAK",HEAD,9
2008,WISCONSIN,CHICKENS,"INVENTORY, PEAK",OPERATIONS,21
2008,WISCONSIN,CHICKENS,SALES,OPERATIONS,33
2009,,CHICKENS,PRODUCTION,$,21
2009,ALABAMA,CHICKENS,PRODUCTION,HEAD,166
2009,ALABAMA,CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",5.5
2009,COLORADO,CHICKENS,"LOSS, DEATH & RENDERED",HEAD,883
2009,DELAWARE,CHICKENS,"CONDEMNED, POST-MORTEM","PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED",1.22
2009,DELAWARE,CHICKENS,"CONDEMNED, POST-MORTEM, BRUISES",HEAD,10
2009,INDIANA,CHICKENS,SLAUGHTERED,HEAD,54
2009,IOWA,CHICKENS,"RATE OF LAY","EGGS / LAYER",269
2009,KENTUCKY,CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",9
2009,KENTUCKY,CHICKENS,PLACEMENTS,HEAD,322
2009,KENTUCKY,CHICKENS,PRODUCTION,LB,1
2009,LOUISIANA,CHICKENS,PLACEMENTS,HEAD,145
2009,MAINE,CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",6
2009,MARYLAND,CHICKENS,PLACEMENTS,HEAD,307
2009,MICHIGAN,CHICKENS,"SALES FOR SLAUGHTER",HEAD,3
