YEAR,STATE_NAME,COMMODITY_DESC,STATISTICCAT_DESC,UNIT_DESC,total_cattle_value
2002,ILLINOIS,CATTLE,PRODUCTION,HEAD,0
2002,ILLINOIS,CATTLE,PRODUCTION,OPERATIONS,14
2002,ILLINOIS,CATTLE,SALES,$,42
2002,ILLINOIS,CATTLE,SALES,HEAD,28987
2002,ILLINOIS,CATTLE,SALES,OPERATIONS,3847
2002,ILLINOIS,CATTLE,"SALES FOR SLAUGHTER",HEAD,5781
2002,ILLINOIS,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,791
2002,ILLINOIS,CATTLE,SLAUGHTERED,HEAD,100
2002,ILLINOIS,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",46
2002,INDIANA,CATTLE,FEEDLOTS,NUMBER,5
2002,INDIANA,CATTLE,PRODUCTION,HEAD,1
2002,INDIANA,CATTLE,PRODUCTION,OPERATIONS,5
2002,INDIANA,CATTLE,SALES,$,739
2002,INDIANA,CATTLE,SALES,HEAD,26232
2002,INDIANA,CATTLE,SALES,OPERATIONS,9002
2002,INDIANA,CATTLE,"SALES FOR SLAUGHTER",HEAD,6550
2002,INDIANA,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,770
2002,INDIANA,CATTLE,"SHIPMENTS IN",HEAD,100
2002,INDIANA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",272
2002,IOWA,CATTLE,PRODUCTION,HEAD,0
2002,IOWA,CATTLE,PRODUCTION,LB,1
2002,IOWA,CATTLE,PRODUCTION,OPERATIONS,26
2002,IOWA,CATTLE,SALES,$,185
2002,IOWA,CATTLE,SALES,HEAD,18768
2002,IOWA,CATTLE,SALES,OPERATIONS,8141
2002,IOWA,CATTLE,"SALES FOR SLAUGHTER",HEAD,4385
2002,IOWA,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,1531
2002,IOWA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
2002,IOWA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",870
2002,KANSAS,CATTLE,"CALF CROP",HEAD,448
2002,KANSAS,CATTLE,"INVENTORY, AVG",HEAD,857
2002,KANSAS,CATTLE,PRODUCTION,HEAD,63
2002,KANSAS,CATTLE,PRODUCTION,OPERATIONS,7
2002,KANSAS,CATTLE,SALES,$,408
2002,KANSAS,CATTLE,SALES,HEAD,21202
2002,KANSAS,CATTLE,SALES,OPERATIONS,8062
2002,KANSAS,CATTLE,"SALES FOR SLAUGHTER",HEAD,1660
2002,KANSAS,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,1104
2002,KANSAS,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
2002,KENTUCKY,CATTLE,"INVENTORY, AVG",HEAD,1577
2002,KENTUCKY,CATTLE,SALES,$,416
2002,KENTUCKY,CATTLE,SALES,HEAD,32609
2002,KENTUCKY,CATTLE,SALES,OPERATIONS,13921
2002,KENTUCKY,CATTLE,"SALES FOR SLAUGHTER",HEAD,2022
2002,KENTUCKY,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,1409
2002,LOUISIANA,CATTLE,PRODUCTION,HEAD,0
2002,LOUISIANA,CATTLE,SALES,$,995
2002,LOUISIANA,CATTLE,SALES,HEAD,15685
2002,LOUISIANA,CATTLE,SALES,LB,231
2002,LOUISIANA,CATTLE,SALES,OPERATIONS,5416
2002,LOUISIANA,CATTLE,"SALES FOR SLAUGHTER",HEAD,0
2002,LOUISIANA,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,5
2002,MAINE,CATTLE,SALES,$,12
2002,MAINE,CATTLE,SALES,HEAD,1330
2002,MAINE,CATTLE,SALES,OPERATIONS,1416
2002,MAINE,CATTLE,"SALES FOR SLAUGHTER",HEAD,211
2002,MAINE,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,8
2002,MAINE,CATTLE,SLAUGHTERED,HEAD,1
2002,MARYLAND,CATTLE,PRODUCTION,HEAD,345
2002,MARYLAND,CATTLE,PRODUCTION,OPERATIONS,2
2002,MARYLAND,CATTLE,SALES,$,16
2002,MARYLAND,CATTLE,SALES,HEAD,3144
2002,MARYLAND,CATTLE,SALES,OPERATIONS,2189
2002,MARYLAND,CATTLE,"SALES FOR SLAUGHTER",HEAD,65
2002,MARYLAND,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,211
2002,MASSACHUSETTS,CATTLE,"CALF CROP",HEAD,19
2002,MASSACHUSETTS,CATTLE,"INVENTORY, AVG",HEAD,21
2002,MASSACHUSETTS,CATTLE,"LOSS, DEATH",HEAD,1
2002,MASSACHUSETTS,CATTLE,SALES,$,19
2002,MASSACHUSETTS,CATTLE,SALES,HEAD,393
2002,MASSACHUSETTS,CATTLE,SALES,OPERATIONS,759
2002,MASSACHUSETTS,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,24
2002,MICHIGAN,CATTLE,"PRICE RECEIVED","$ / CWT",54.2
2002,MICHIGAN,CATTLE,PRODUCTION,HEAD,0
2002,MICHIGAN,CATTLE,PRODUCTION,OPERATIONS,9
2002,MICHIGAN,CATTLE,SALES,$,1789
2002,MICHIGAN,CATTLE,SALES,HEAD,16731
2002,MICHIGAN,CATTLE,SALES,OPERATIONS,3199
2002,MICHIGAN,CATTLE,"SALES FOR SLAUGHTER",HEAD,4301
2002,MICHIGAN,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,503
2002,MICHIGAN,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",441
2002,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,46
2002,MINNESOTA,CATTLE,PRODUCTION,HEAD,549
2002,MINNESOTA,CATTLE,PRODUCTION,OPERATIONS,27
2002,MINNESOTA,CATTLE,SALES,$,333
2002,MINNESOTA,CATTLE,SALES,HEAD,18724
2002,MINNESOTA,CATTLE,SALES,OPERATIONS,7351
2002,MINNESOTA,CATTLE,"SALES FOR SLAUGHTER",HEAD,5710
2002,MINNESOTA,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,1644
2002,MINNESOTA,CATTLE,SLAUGHTERED,HEAD,105
2002,MISSISSIPPI,CATTLE,SALES,$,1118
2002,MISSISSIPPI,CATTLE,SALES,HEAD,22911
2002,MISSISSIPPI,CATTLE,SALES,OPERATIONS,5413
2002,MISSISSIPPI,CATTLE,"SALES FOR SLAUGHTER",HEAD,143
2002,MISSISSIPPI,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,27
2002,MISSOURI,CATTLE,PRODUCTION,HEAD,0
2002,MISSOURI,CATTLE,PRODUCTION,OPERATIONS,9
2002,MISSOURI,CATTLE,SALES,$,772
2002,MISSOURI,CATTLE,SALES,HEAD,22974
2002,MISSOURI,CATTLE,SALES,OPERATIONS,18061
2002,MISSOURI,CATTLE,"SALES FOR SLAUGHTER",HEAD,8578
2002,MISSOURI,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,652
2002,MONTANA,CATTLE,PRODUCTION,HEAD,0
2002,MONTANA,CATTLE,PRODUCTION,OPERATIONS,2
2002,MONTANA,CATTLE,SALES,$,1791
2002,MONTANA,CATTLE,SALES,HEAD,10039
2002,MONTANA,CATTLE,SALES,OPERATIONS,5631
2002,MONTANA,CATTLE,"SALES FOR SLAUGHTER",HEAD,480
2002,MONTANA,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,490
2002,MONTANA,CATTLE,SLAUGHTERED,HEAD,800
2002,NEBRASKA,CATTLE,"CALF CROP",HEAD,1
2002,NEBRASKA,CATTLE,"LOSS, DEATH",HEAD,75
2002,NEBRASKA,CATTLE,PLACEMENTS,HEAD,1150
2002,NEBRASKA,CATTLE,PRODUCTION,HEAD,238
2002,NEBRASKA,CATTLE,PRODUCTION,OPERATIONS,7
2002,NEBRASKA,CATTLE,SALES,$,1167
2002,NEBRASKA,CATTLE,SALES,HEAD,22243
2002,NEBRASKA,CATTLE,SALES,OPERATIONS,8059
2002,NEBRASKA,CATTLE,"SALES FOR SLAUGHTER",HEAD,8949
2002,NEBRASKA,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,1611
2002,NEBRASKA,CATTLE,SLAUGHTERED,HEAD,7
2002,NEVADA,CATTLE,"INVENTORY, AVG",HEAD,12
2002,NEVADA,CATTLE,PRODUCTION,$,123
2002,NEVADA,CATTLE,PRODUCTION,HEAD,810
2002,NEVADA,CATTLE,SALES,$,41
2002,NEVADA,CATTLE,SALES,HEAD,3013
2002,NEVADA,CATTLE,SALES,OPERATIONS,536
2002,NEVADA,CATTLE,"SALES FOR SLAUGHTER",HEAD,2
2002,NEVADA,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,2
2002,NEVADA,CATTLE,"SHIPMENTS IN",HEAD,57
2002,NEVADA,CATTLE,VALUE,$,2
2002,"NEW HAMPSHIRE",CATTLE,PRODUCTION,OPERATIONS,2
2002,"NEW HAMPSHIRE",CATTLE,SALES,$,0
2002,"NEW HAMPSHIRE",CATTLE,SALES,HEAD,1855
2002,"NEW HAMPSHIRE",CATTLE,SALES,OPERATIONS,290
2002,"NEW HAMPSHIRE",CATTLE,"SALES FOR SLAUGHTER",HEAD,0
2002,"NEW HAMPSHIRE",CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,30
2002,"NEW HAMPSHIRE",CATTLE,VALUE,$,995
2002,"NEW JERSEY",CATTLE,SALES,$,940
2002,"NEW JERSEY",CATTLE,SALES,HEAD,2590
2002,"NEW JERSEY",CATTLE,SALES,OPERATIONS,326
2002,"NEW JERSEY",CATTLE,"SALES FOR SLAUGHTER",HEAD,125
2002,"NEW JERSEY",CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,20
2002,"NEW MEXICO",CATTLE,PRODUCTION,HEAD,0
2002,"NEW MEXICO",CATTLE,SALES,$,1079
2002,"NEW MEXICO",CATTLE,SALES,HEAD,10260
2002,"NEW MEXICO",CATTLE,SALES,OPERATIONS,2185
2002,"NEW MEXICO",CATTLE,"SALES FOR SLAUGHTER",HEAD,556
2002,"NEW MEXICO",CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,73
2002,"NEW YORK",CATTLE,"INVENTORY, AVG",HEAD,20
2002,"NEW YORK",CATTLE,PRODUCTION,HEAD,939
2002,"NEW YORK",CATTLE,PRODUCTION,OPERATIONS,16
2002,"NEW YORK",CATTLE,SALES,$,639
2002,"NEW YORK",CATTLE,SALES,HEAD,9327
2002,"NEW YORK",CATTLE,SALES,OPERATIONS,4481
2002,"NEW YORK",CATTLE,"SALES FOR SLAUGHTER",HEAD,4075
2002,"NEW YORK",CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,162
2002,"NEW YORK",CATTLE,"SHIPMENTS IN",HEAD,35
2002,"NEW YORK",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",56
2002,"NEW YORK",CATTLE,VALUE,$,2
2002,"NORTH CAROLINA",CATTLE,"GROSS INCOME",$,233
2002,"NORTH CAROLINA",CATTLE,"LOSS, DEATH",HEAD,25
2002,"NORTH CAROLINA",CATTLE,SALES,$,1748
2002,"NORTH CAROLINA",CATTLE,SALES,HEAD,15478
2002,"NORTH CAROLINA",CATTLE,SALES,OPERATIONS,5449
2002,"NORTH CAROLINA",CATTLE,"SALES FOR SLAUGHTER",HEAD,443
2002,"NORTH CAROLINA",CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,13
2002,"NORTH DAKOTA",CATTLE,"LOSS, DEATH",HEAD,17
2002,"NORTH DAKOTA",CATTLE,PRODUCTION,OPERATIONS,1
2002,"NORTH DAKOTA",CATTLE,SALES,$,0
2002,"NORTH DAKOTA",CATTLE,SALES,HEAD,10129
2002,"NORTH DAKOTA",CATTLE,SALES,OPERATIONS,5713
2002,"NORTH DAKOTA",CATTLE,"SALES FOR SLAUGHTER",HEAD,1791
2002,"NORTH DAKOTA",CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,284
2002,"NORTH DAKOTA",CATTLE,SLAUGHTERED,HEAD,600
2002,"NORTH DAKOTA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
2002,OHIO,CATTLE,PRODUCTION,HEAD,3
2002,OHIO,CATTLE,PRODUCTION,OPERATIONS,1
2002,OHIO,CATTLE,SALES,$,153
2002,OHIO,CATTLE,SALES,HEAD,29536
2002,OHIO,CATTLE,SALES,LB,457
2002,OHIO,CATTLE,SALES,OPERATIONS,7539
2002,OHIO,CATTLE,"SALES FOR SLAUGHTER",HEAD,5122
2002,OHIO,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,467
2002,OKLAHOMA,CATTLE,SALES,$,1185
2002,OKLAHOMA,CATTLE,SALES,HEAD,9172
2002,OKLAHOMA,CATTLE,SALES,OPERATIONS,18176
2002,OKLAHOMA,CATTLE,"SALES FOR SLAUGHTER",HEAD,2477
2002,OKLAHOMA,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,474
2002,OREGON,CATTLE,SALES,$,573
2002,OREGON,CATTLE,SALES,HEAD,6554
2002,OREGON,CATTLE,SALES,OPERATIONS,4508
2002,OREGON,CATTLE,"SALES FOR SLAUGHTER",HEAD,1970
2002,OREGON,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,204
2002,"OTHER STATES",CATTLE,FEEDLOTS,NUMBER,10
2002,"OTHER STATES",CATTLE,"SALES FOR SLAUGHTER",HEAD,755
2002,PENNSYLVANIA,CATTLE,"INVENTORY, AVG",HEAD,27
2002,PENNSYLVANIA,CATTLE,PRODUCTION,HEAD,0
2002,PENNSYLVANIA,CATTLE,PRODUCTION,OPERATIONS,10
2002,PENNSYLVANIA,CATTLE,SALES,$,48
2002,PENNSYLVANIA,CATTLE,SALES,HEAD,17125
2002,PENNSYLVANIA,CATTLE,SALES,LB,603
2002,PENNSYLVANIA,CATTLE,SALES,OPERATIONS,7497
2002,PENNSYLVANIA,CATTLE,"SALES FOR SLAUGHTER",HEAD,5089
2002,PENNSYLVANIA,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,1114
2002,PENNSYLVANIA,CATTLE,SLAUGHTERED,HEAD,220
2002,"RHODE ISLAND",CATTLE,SALES,$,156
2002,"RHODE ISLAND",CATTLE,SALES,HEAD,415
2002,"RHODE ISLAND",CATTLE,SALES,OPERATIONS,127
2002,"RHODE ISLAND",CATTLE,"SALES FOR SLAUGHTER",HEAD,30
2002,"RHODE ISLAND",CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,28
2002,"SOUTH CAROLINA",CATTLE,"INVENTORY, AVG",HEAD,7
2002,"SOUTH CAROLINA",CATTLE,SALES,$,1089
2002,"SOUTH CAROLINA",CATTLE,SALES,HEAD,8103
2002,"SOUTH CAROLINA",CATTLE,SALES,OPERATIONS,2899
2002,"SOUTH CAROLINA",CATTLE,"SALES FOR SLAUGHTER",HEAD,139
2002,"SOUTH CAROLINA",CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,403
2002,"SOUTH DAKOTA",CATTLE,PRODUCTION,HEAD,977
2002,"SOUTH DAKOTA",CATTLE,PRODUCTION,OPERATIONS,9
2002,"SOUTH DAKOTA",CATTLE,SALES,$,419
2002,"SOUTH DAKOTA",CATTLE,SALES,HEAD,10559
2002,"SOUTH DAKOTA",CATTLE,SALES,OPERATIONS,6798
2002,"SOUTH DAKOTA",CATTLE,"SALES FOR SLAUGHTER",HEAD,5177
2002,"SOUTH DAKOTA",CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,1795
2002,"SOUTH DAKOTA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
2002,TENNESSEE,CATTLE,SALES,$,525
2002,TENNESSEE,CATTLE,SALES,HEAD,19728
2002,TENNESSEE,CATTLE,SALES,OPERATIONS,11361
2002,TENNESSEE,CATTLE,"SALES FOR SLAUGHTER",HEAD,326
2002,TENNESSEE,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,26
2002,TENNESSEE,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",877
2002,TEXAS,CATTLE,"GROSS INCOME",$,5
2002,TEXAS,CATTLE,"PRICE RECEIVED","$ / CWT",67.1
2002,TEXAS,CATTLE,PRODUCTION,HEAD,67
2002,TEXAS,CATTLE,PRODUCTION,OPERATIONS,53
2002,TEXAS,CATTLE,SALES,$,1108
2002,TEXAS,CATTLE,SALES,HEAD,49170
2002,TEXAS,CATTLE,SALES,OPERATIONS,31791
2002,TEXAS,CATTLE,"SALES FOR SLAUGHTER",HEAD,6353
2002,TEXAS,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,1243
2002,TEXAS,CATTLE,SLAUGHTERED,HEAD,15
2002,UNKNOWN,CATTLE,SLAUGHTERED,HEAD,47
2002,UTAH,CATTLE,PRODUCTION,HEAD,0
2002,UTAH,CATTLE,PRODUCTION,OPERATIONS,1
2002,UTAH,CATTLE,SALES,$,1043
2002,UTAH,CATTLE,SALES,HEAD,4334
2002,UTAH,CATTLE,SALES,OPERATIONS,3610
2002,UTAH,CATTLE,"SALES FOR SLAUGHTER",HEAD,1274
2002,UTAH,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,185
2002,VERMONT,CATTLE,PRODUCTION,LB,63
2002,VERMONT,CATTLE,SALES,$,34
2002,VERMONT,CATTLE,SALES,HEAD,2621
2002,VERMONT,CATTLE,SALES,OPERATIONS,1344
2002,VERMONT,CATTLE,"SALES FOR SLAUGHTER",HEAD,139
2002,VERMONT,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,170
2002,VIRGINIA,CATTLE,PRODUCTION,HEAD,1449
2002,VIRGINIA,CATTLE,PRODUCTION,OPERATIONS,1
2002,VIRGINIA,CATTLE,SALES,$,265
2002,VIRGINIA,CATTLE,SALES,HEAD,20836
2002,VIRGINIA,CATTLE,SALES,OPERATIONS,8551
2002,VIRGINIA,CATTLE,"SALES FOR SLAUGHTER",HEAD,3364
2002,VIRGINIA,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,792
2002,WASHINGTON,CATTLE,"LOSS, DEATH",HEAD,24
2002,WASHINGTON,CATTLE,PRODUCTION,OPERATIONS,3
2002,WASHINGTON,CATTLE,SALES,$,128
2002,WASHINGTON,CATTLE,SALES,HEAD,4809
2002,WASHINGTON,CATTLE,SALES,OPERATIONS,2347
2002,WASHINGTON,CATTLE,"SALES FOR SLAUGHTER",HEAD,1057
2002,WASHINGTON,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,591
2002,"WEST VIRGINIA",CATTLE,"GROSS INCOME",$,88
2002,"WEST VIRGINIA",CATTLE,"PRICE RECEIVED","$ / CWT",53.5
2002,"WEST VIRGINIA",CATTLE,SALES,$,1511
2002,"WEST VIRGINIA",CATTLE,SALES,HEAD,11257
2002,"WEST VIRGINIA",CATTLE,SALES,OPERATIONS,3891
2002,"WEST VIRGINIA",CATTLE,"SALES FOR SLAUGHTER",HEAD,820
2002,"WEST VIRGINIA",CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,160
2002,"WEST VIRGINIA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",936
2002,WISCONSIN,CATTLE,"INVENTORY, AVG",HEAD,199
2002,WISCONSIN,CATTLE,SALES,$,374
2002,WISCONSIN,CATTLE,SALES,HEAD,11221
2002,WISCONSIN,CATTLE,SALES,OPERATIONS,7771
2002,WISCONSIN,CATTLE,"SALES FOR SLAUGHTER",HEAD,3676
2002,WISCONSIN,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,1074
2002,WISCONSIN,CATTLE,SLAUGHTERED,HEAD,669
2002,WYOMING,CATTLE,PRODUCTION,HEAD,0
2002,WYOMING,CATTLE,PRODUCTION,LB,610
2002,WYOMING,CATTLE,SALES,$,555
2002,WYOMING,CATTLE,SALES,HEAD,7594
2002,WYOMING,CATTLE,SALES,OPERATIONS,5682
2002,WYOMING,CATTLE,"SALES FOR SLAUGHTER",HEAD,368
2002,WYOMING,CATTLE,"SALES FOR SLAUGHTER",OPERATIONS,335
2003,ALASKA,CATTLE,"INVENTORY, AVG",OPERATIONS,10
2003,ALASKA,CATTLE,SALES,HEAD,1
2003,ARIZONA,CATTLE,"CALF CROP",HEAD,270
2003,ARIZONA,CATTLE,SALES,LB,851
2003,ARIZONA,CATTLE,"SALES FOR SLAUGHTER",HEAD,330
2003,ARIZONA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",731
2003,ARKANSAS,CATTLE,"INVENTORY, AVG",OPERATIONS,290
2003,CALIFORNIA,CATTLE,FEEDLOTS,NUMBER,3
2003,CALIFORNIA,CATTLE,SLAUGHTERED,HEAD,110
2003,COLORADO,CATTLE,"PRICE RECEIVED","$ / CWT",45.6
2003,COLORADO,CATTLE,SLAUGHTERED,HEAD,2
2003,CONNECTICUT,CATTLE,"LOSS, DEATH",HEAD,1
2003,CONNECTICUT,CATTLE,SALES,LB,14
2003,DELAWARE,CATTLE,"PRICE RECEIVED","$ / CWT",170.8
2003,DELAWARE,CATTLE,PRODUCTION,LB,7
2003,FLORIDA,CATTLE,"SHIPMENTS IN",HEAD,60
2003,FLORIDA,CATTLE,SLAUGHTERED,HEAD,14
2003,GEORGIA,CATTLE,"PRICE RECEIVED","$ / CWT",77.1
2003,HAWAII,CATTLE,"CALF CROP",HEAD,66
2003,HAWAII,CATTLE,PRODUCTION,LB,33
2003,HAWAII,CATTLE,SALES,HEAD,6
2003,HAWAII,CATTLE,SLAUGHTERED,HEAD,1
2003,HAWAII,CATTLE,VALUE,$,790
2003,IDAHO,CATTLE,FEEDLOTS,NUMBER,72
2003,IDAHO,CATTLE,SALES,HEAD,1
2003,IDAHO,CATTLE,SLAUGHTERED,HEAD,910
2003,ILLINOIS,CATTLE,SALES,HEAD,98
2003,INDIANA,CATTLE,"SHIPMENTS IN",HEAD,80
2003,IOWA,CATTLE,"PRICE RECEIVED","$ / CWT",43.4
2003,IOWA,CATTLE,"SALES FOR SLAUGHTER",HEAD,16
2003,IOWA,CATTLE,SLAUGHTERED,HEAD,810
2003,KANSAS,CATTLE,"CALF CROP",HEAD,106
2003,KANSAS,CATTLE,"INVENTORY, AVG",HEAD,11
2003,KENTUCKY,CATTLE,"INVENTORY, AVG",HEAD,512
2003,KENTUCKY,CATTLE,"PRICE RECEIVED","$ / CWT",81.2
2003,KENTUCKY,CATTLE,SALES,$,543
2003,LOUISIANA,CATTLE,SLAUGHTERED,HEAD,10
2003,MAINE,CATTLE,"PRICE RECEIVED","$ / HEAD",1
2003,MARYLAND,CATTLE,"INVENTORY, AVG",HEAD,300
2003,MARYLAND,CATTLE,"PRICE RECEIVED","$ / CWT",170.8
2003,MASSACHUSETTS,CATTLE,"PRICE RECEIVED","$ / CWT",45
2003,MICHIGAN,CATTLE,PRODUCTION,$,213
2003,MICHIGAN,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
2003,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,2213
2003,MINNESOTA,CATTLE,SLAUGHTERED,HEAD,534
2003,MISSISSIPPI,CATTLE,"PRICE RECEIVED","$ / CWT",38.9
2003,MISSISSIPPI,CATTLE,"SHIPMENTS IN",HEAD,9
2003,MISSOURI,CATTLE,SALES,HEAD,959
2003,MISSOURI,CATTLE,SLAUGHTERED,HEAD,99
2003,MONTANA,CATTLE,SLAUGHTERED,HEAD,1
2003,NEBRASKA,CATTLE,"INVENTORY, AVG",OPERATIONS,500
2003,NEBRASKA,CATTLE,SLAUGHTERED,HEAD,744
2003,"NEW JERSEY",CATTLE,"INVENTORY, AVG",OPERATIONS,130
2003,"NEW JERSEY",CATTLE,SLAUGHTERED,HEAD,3
2003,"NEW JERSEY",CATTLE,VALUE,$,665
2003,"NEW MEXICO",CATTLE,FEEDLOTS,NUMBER,8
2003,"NEW MEXICO",CATTLE,SLAUGHTERED,HEAD,19
2003,"NEW YORK",CATTLE,"INVENTORY, AVG",HEAD,65
2003,"NEW YORK",CATTLE,"PRICE RECEIVED","$ / CWT",161.3
2003,"NEW YORK",CATTLE,SLAUGHTERED,HEAD,2
2003,"NORTH CAROLINA",CATTLE,SLAUGHTERED,HEAD,1
2003,"NORTH DAKOTA",CATTLE,PRODUCTION,LB,745
2003,OHIO,CATTLE,"CALF CROP",HEAD,470
2003,OHIO,CATTLE,"PRICE RECEIVED","$ / CWT",116.2
2003,OHIO,CATTLE,SLAUGHTERED,HEAD,131
2003,OKLAHOMA,CATTLE,SALES,LB,2
2003,OKLAHOMA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",34
2003,OKLAHOMA,CATTLE,VALUE,$,18
2003,"OTHER STATES",CATTLE,"SALES FOR SLAUGHTER",HEAD,461
2003,PENNSYLVANIA,CATTLE,"CALF CROP",HEAD,650
2003,PENNSYLVANIA,CATTLE,"INVENTORY, AVG",HEAD,29
2003,"SOUTH DAKOTA",CATTLE,"PRICE RECEIVED","$ / HEAD",1
2003,"SOUTH DAKOTA",CATTLE,"SALES FOR SLAUGHTER",HEAD,241
2003,"SOUTH DAKOTA",CATTLE,"SHIPMENTS IN",HEAD,519
2003,TENNESSEE,CATTLE,SLAUGHTERED,HEAD,18
2003,TEXAS,CATTLE,"SALES FOR SLAUGHTER",HEAD,596
2003,TEXAS,CATTLE,"SHIPMENTS IN",HEAD,3
2003,TEXAS,CATTLE,SLAUGHTERED,HEAD,111
2003,TEXAS,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",7
2003,UNKNOWN,CATTLE,SLAUGHTERED,HEAD,2
2003,UTAH,CATTLE,"PRICE RECEIVED","$ / CWT",83
2003,UTAH,CATTLE,SLAUGHTERED,HEAD,5
2003,VERMONT,CATTLE,"LOSS, DEATH",HEAD,10
2003,WASHINGTON,CATTLE,FEEDLOTS,NUMBER,19
2003,WASHINGTON,CATTLE,"SALES FOR SLAUGHTER",HEAD,34
2003,WASHINGTON,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",977
2003,"WEST VIRGINIA",CATTLE,"CALF CROP",HEAD,185
2003,"WEST VIRGINIA",CATTLE,SALES,$,89
2003,WISCONSIN,CATTLE,"INVENTORY, AVG",HEAD,12
2003,WISCONSIN,CATTLE,"PRICE RECEIVED","$ / CWT",58
2003,WISCONSIN,CATTLE,"SHIPMENTS IN",HEAD,84
2003,WYOMING,CATTLE,"SHIPMENTS IN",HEAD,305
2004,ALABAMA,CATTLE,"PRICE RECEIVED","$ / CWT",96.4
2004,ALASKA,CATTLE,SALES,HEAD,301
2004,ARIZONA,CATTLE,FEEDLOTS,NUMBER,3
2004,ARIZONA,CATTLE,"INVENTORY, AVG",HEAD,160
2004,ARIZONA,CATTLE,"SALES FOR SLAUGHTER",HEAD,322
2004,ARKANSAS,CATTLE,"LOSS, DEATH",HEAD,45
2004,ARKANSAS,CATTLE,SALES,LB,650
2004,ARKANSAS,CATTLE,SLAUGHTERED,HEAD,1300
2004,COLORADO,CATTLE,SLAUGHTERED,HEAD,2
2004,COLORADO,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
2004,CONNECTICUT,CATTLE,PRODUCTION,$,9
2004,DELAWARE,CATTLE,"INVENTORY, AVG",HEAD,7
2004,DELAWARE,CATTLE,"SHIPMENTS IN",HEAD,2
2004,GEORGIA,CATTLE,SALES,LB,510
2004,GEORGIA,CATTLE,SLAUGHTERED,HEAD,20
2004,HAWAII,CATTLE,"LOSS, DEATH",HEAD,2
2004,HAWAII,CATTLE,SALES,HEAD,4
2004,HAWAII,CATTLE,SLAUGHTERED,HEAD,3
2004,IDAHO,CATTLE,"INVENTORY, AVG",OPERATIONS,755
2004,IDAHO,CATTLE,SALES,LB,1
2004,IDAHO,CATTLE,SLAUGHTERED,HEAD,122
2004,ILLINOIS,CATTLE,SALES,HEAD,1014
